Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1961,1961,Hg/Ha,4684.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1962,1962,Hg/Ha,2110.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1963,1963,Hg/Ha,3772.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1964,1964,Hg/Ha,4655.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1965,1965,Hg/Ha,3443.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1966,1966,Hg/Ha,4432.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1967,1967,Hg/Ha,2069.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1968,1968,Hg/Ha,4434.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1969,1969,Hg/Ha,3223.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1970,1970,Hg/Ha,4288.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1971,1971,Hg/Ha,3556.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1972,1972,Hg/Ha,3868.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1973,1973,Hg/Ha,4073.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1974,1974,Hg/Ha,2313.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1975,1975,Hg/Ha,3133.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1976,1976,Hg/Ha,3421.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1977,1977,Hg/Ha,3163.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1978,1978,Hg/Ha,2045.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1979,1979,Hg/Ha,2751.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1980,1980,Hg/Ha,2417.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1981,1981,Hg/Ha,3420.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1982,1982,Hg/Ha,2231.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1983,1983,Hg/Ha,2346.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1984,1984,Hg/Ha,790.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1985,1985,Hg/Ha,2581.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1986,1986,Hg/Ha,2406.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1987,1987,Hg/Ha,2426.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1988,1988,Hg/Ha,1645.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1989,1989,Hg/Ha,2128.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1990,1990,Hg/Ha,2154.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1991,1991,Hg/Ha,1989.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1992,1992,Hg/Ha,3213.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1993,1993,Hg/Ha,1737.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1994,1994,Hg/Ha,1819.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1995,1995,Hg/Ha,2119.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1996,1996,Hg/Ha,2119.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1997,1997,Hg/Ha,3408.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1998,1998,Hg/Ha,3521.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",1999,1999,Hg/Ha,3751.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2000,2000,Hg/Ha,4582.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2001,2001,Hg/Ha,5001.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2002,2002,Hg/Ha,3999.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2003,2003,Hg/Ha,3411.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2004,2004,Hg/Ha,2082.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2005,2005,Hg/Ha,3200.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2006,2006,Hg/Ha,2502.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2007,2007,Hg/Ha,2198.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2008,2008,Hg/Ha,2663.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2009,2009,Hg/Ha,2293.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2010,2010,Hg/Ha,2097.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2011,2011,Hg/Ha,2111.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2012,2012,Hg/Ha,5519.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5419,Yield,656,"Coffee, green",2013,2013,Hg/Ha,4716.0,Fc,Calculated data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1961,1961,tonnes,185500.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1962,1962,tonnes,97071.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1963,1963,tonnes,194639.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1964,1964,tonnes,260698.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1965,1965,tonnes,202105.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1966,1966,tonnes,272566.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1967,1967,tonnes,130759.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1968,1968,tonnes,287760.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1969,1969,tonnes,210124.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1970,1970,tonnes,279610.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1971,1971,tonnes,239706.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1972,1972,tonnes,268836.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1973,1973,tonnes,301804.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1974,1974,tonnes,195935.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1975,1975,tonnes,270400.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1976,1976,tonnes,308400.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1977,1977,tonnes,291339.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1978,1978,tonnes,195565.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1979,1979,tonnes,277048.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1980,1980,tonnes,249608.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1981,1981,tonnes,366839.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1982,1982,tonnes,247708.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1983,1983,tonnes,270581.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1984,1984,tonnes,85203.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1985,1985,tonnes,277082.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1986,1986,tonnes,265199.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1987,1987,tonnes,270130.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1988,1988,tonnes,186705.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1989,1989,tonnes,221350.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1990,1990,tonnes,285164.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1991,1991,tonnes,198909.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1992,1992,tonnes,257000.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1993,1993,tonnes,138937.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1994,1994,tonnes,145576.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1995,1995,tonnes,194968.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1996,1996,tonnes,167786.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1997,1997,tonnes,279219.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1998,1998,tonnes,311000.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",1999,1999,tonnes,307331.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2000,2000,tonnes,380000.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2001,2001,tonnes,301127.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2002,2002,tonnes,182001.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2003,2003,tonnes,140027.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2004,2004,tonnes,154081.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2005,2005,tonnes,230000.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2006,2006,tonnes,187000.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2007,2007,tonnes,170849.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2008,2008,tonnes,173118.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2009,2009,tonnes,142945.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2010,2010,tonnes,94372.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2011,2011,tonnes,32291.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2012,2012,tonnes,121426.0,,Official data
QC,Crops,107,Côte d'Ivoire,5510,Production,656,"Coffee, green",2013,2013,tonnes,103743.0,,Official data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1993,1993,Hg/Ha,7200.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1994,1994,Hg/Ha,9352.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1995,1995,Hg/Ha,9955.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1996,1996,Hg/Ha,9474.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1997,1997,Hg/Ha,9430.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1998,1998,Hg/Ha,9446.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",1999,1999,Hg/Ha,8653.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2000,2000,Hg/Ha,9199.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2001,2001,Hg/Ha,6445.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2002,2002,Hg/Ha,7339.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2003,2003,Hg/Ha,5429.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2004,2004,Hg/Ha,6002.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2005,2005,Hg/Ha,6571.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2006,2006,Hg/Ha,8179.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2007,2007,Hg/Ha,6715.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2008,2008,Hg/Ha,6651.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2009,2009,Hg/Ha,6721.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2010,2010,Hg/Ha,7432.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2011,2011,Hg/Ha,7304.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2012,2012,Hg/Ha,5213.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,656,"Coffee, green",2013,2013,Hg/Ha,5192.0,Fc,Calculated data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1993,1993,tonnes,180000.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1994,1994,tonnes,207000.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1995,1995,tonnes,229980.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1996,1996,tonnes,229980.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1997,1997,tonnes,228000.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1998,1998,tonnes,229980.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",1999,1999,tonnes,217450.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2000,2000,tonnes,229980.0,*,Unofficial figure
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2001,2001,tonnes,157155.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2002,2002,tonnes,160000.0,F,FAO estimate
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2003,2003,tonnes,126188.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2004,2004,tonnes,156170.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2005,2005,tonnes,171631.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2006,2006,tonnes,241482.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2007,2007,tonnes,273400.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2008,2008,tonnes,260239.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2009,2009,tonnes,265469.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2010,2010,tonnes,370569.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2011,2011,tonnes,376823.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2012,2012,tonnes,275530.0,,Official data
QC,Crops,238,Ethiopia,5510,Production,656,"Coffee, green",2013,2013,tonnes,270000.0,F,FAO estimate
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1961,1961,Hg/Ha,6748.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1962,1962,Hg/Ha,7042.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1963,1963,Hg/Ha,6940.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1964,1964,Hg/Ha,5060.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1965,1965,Hg/Ha,4735.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1966,1966,Hg/Ha,6667.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1967,1967,Hg/Ha,5621.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1968,1968,Hg/Ha,4660.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1969,1969,Hg/Ha,6166.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1970,1970,Hg/Ha,6860.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1971,1971,Hg/Ha,7001.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1972,1972,Hg/Ha,7011.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1973,1973,Hg/Ha,7049.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1974,1974,Hg/Ha,7010.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1975,1975,Hg/Ha,5960.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1976,1976,Hg/Ha,7595.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1977,1977,Hg/Ha,7820.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1978,1978,Hg/Ha,6912.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1979,1979,Hg/Ha,6301.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1980,1980,Hg/Ha,8919.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1981,1981,Hg/Ha,8479.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1982,1982,Hg/Ha,6669.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1983,1983,Hg/Ha,6395.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1984,1984,Hg/Ha,7903.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1985,1985,Hg/Ha,6158.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1986,1986,Hg/Ha,7289.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1987,1987,Hg/Ha,6775.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1988,1988,Hg/Ha,8234.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1989,1989,Hg/Ha,7636.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1990,1990,Hg/Ha,6786.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1991,1991,Hg/Ha,5560.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1992,1992,Hg/Ha,5546.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1993,1993,Hg/Ha,4747.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1994,1994,Hg/Ha,5035.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1995,1995,Hg/Ha,5944.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1996,1996,Hg/Ha,5523.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1997,1997,Hg/Ha,3880.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1998,1998,Hg/Ha,3009.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",1999,1999,Hg/Ha,4006.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",2000,2000,Hg/Ha,5924.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",2001,2001,Hg/Ha,3041.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",2002,2002,Hg/Ha,3053.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",2003,2003,Hg/Ha,3261.0,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,656,"Coffee, green",2004,2004,Hg/Ha,2849.0,Fc,Calculated data
